"category","name","brand","sku","price","currency","vatRate","colours","swatch","accent","fabric","details","fit","roleTags","leadTime","minOrder","sizeRange","imageHint","imageUrl","supplierName","productUrl","active"
"tops","Silver Chief Stewardess Epaulettes","Marina Yacht Wear","MYWSCSE","20","EUR","0","","#ffffff","#0b1f3a","","Silver Chief Stewardess Epaulettes – Elegance, Authority, and Professionalism for Your Yacht Crew The Silver Chief Stewardess Epaulettes are designed to enhance the uniform of the head stewardess, showcasing their leadership role aboard motor yachts and superyachts. Combining a sleek design with practical features, these accessories are essential for achieving a polished and professional look. Sophisticated and Distinguished Design Featuring three bold silver stripes , these epaulettes symbolize","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/silver-chief-stewardess-epaulettes-301773.jpg?v=1732609917","Marina Yacht Wear","https://www.marinayachtwear.com/products/silver-chief-stewardess-epaulettes","true"
"outerwear","Men’s No Sleeve Softshell Jacket RUSSELL","Russell","RU141M_14683_14682","70","EUR","0","Black|Dark Grey|Navy|Blue|Red","#ffffff","#0b1f3a","a durable blend of 92% polyester and 8% elastane , the vest ensures optimal comfort , flexibility , and durability , perfect for the dynamic demands of maritime activities","Ultimate Comfort & Protection for Maritime Professionals Elevate your maritime ensemble with our Men’s No Sleeve Softshell Jacket RUSSELL , a premium outerwear piece designed specifically for maritime professionals. Combining comfort , durability , and functionality , this vest is an essential addition to any yacht crew wardrobe. Meticulously crafted with high-performance materials, it’s designed to withstand the challenges of life at sea, offering both style and protection. Key Features for Mar","man","","","1","XS–2XL","jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-no-sleeve-softshell-jacket-russell-4842389.png?v=1771050377","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-no-sleeve-softshell-jacket-rusell","true"
"outerwear","Men’s Long Sleeve Softshell jacket RUSSELL","Russell","RU140M_14631_14629","90","EUR","0","Red|Navy|Black|Dark Grey|Blue","#ffffff","#0b1f3a","","Elevating Maritime Excellence Step into maritime excellence with our Men’s Long Sleeve Softshell jacket RUSSELL , meticulously crafted for maritime professionals. Designed to meet the high standards of yacht crew attire, this jacket combines comfort , durability , and performance to provide an exceptional outerwear solution for those at sea. Key Features for Yacht Crew Members 1. High-Quality Fabric Blend 92% Polyester / 8% Elastane : Constructed with a robust blend of 92% polyester and 8% elast","man","","","1","XS–4XL","jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-long-sleeve-softshell-jacket-russell-672935.jpg?v=1732609826","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-long-sleeve-softshell-jacket-russell","true"
"engineering","Gold Third Engineer Epaulettes","Marina Yacht Wear","MYWG3EE","20","EUR","0","","#ffffff","#0b1f3a","","Professional Style for Your Yacht Crew Elevate the appearance of your yacht’s engineering team with the Gold Third Engineer Epaulettes . Designed specifically for third engineers aboard motor yachts and superyachts, these epaulettes are a symbol of their important role and expertise. Not only do they signify authority, but they also add a polished and professional touch to the overall uniform. Elegant Design One Bold Gold Stripe: These epaulettes feature a single gold stripe , clearly denoting t","woman|man","","","1","","overalls","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/gold-third-engineer-epaulettes-305067.jpg?v=1732609817","Marina Yacht Wear","https://www.marinayachtwear.com/products/gold-third-engineer-epaulettes","true"
"tops","Gold second engineer epaulettes","Marina Yacht Wear","MYWG1EE","20","EUR","0","","#ffffff","#0b1f3a","","Gold Second Engineer Epaulettes – Elevate Your Crew's Professional Image The Gold Second Engineer Epaulettes are a must-have addition to the uniform of any second engineer aboard motor yachts and superyachts. Carefully crafted to exude authority, technical expertise, and elegance, these epaulettes offer a perfect balance of sophistication, durability, and functionality, ensuring your crew presents themselves at their absolute best. Distinctive and Iconic Design Featuring two bold gold stripes ag","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/gold-second-engineer-epaulettes-183660.jpg?v=1732609777","Marina Yacht Wear","https://www.marinayachtwear.com/products/gold-second-engineer-epaulettes","true"
"tops","Gold First Officer Epaulettes","Marina Yacht Wear","MYWGFOE","20","EUR","0","","#ffffff","#0b1f3a","","Gold First Officer Epaulettes – A Symbol of Distinction for Your Yacht Crew The Gold First Officer Epaulettes are an essential accessory for motor yachts and superyachts. They represent leadership, expertise, and professionalism. Combining elegance with durability and functionality, these epaulettes ensure that your crew maintains a polished and authoritative appearance, commanding respect both onboard and from guests. Key Features of the Gold First Officer Epaulettes Three Gold Stripes: The str","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/gold-first-officer-epaulettes-686165.jpg?v=1732609816","Marina Yacht Wear","https://www.marinayachtwear.com/products/gold-first-officer-epaulettes","true"
"tops","Gold first engineer epaulettes","Marina Yacht Wear","MYWG1EE","20","EUR","0","","#ffffff","#0b1f3a","","Gold First Engineer Epaulettes – Elevate Your Engineering Crew's Professionalism The Gold First Engineer Epaulettes are the ultimate accessory for distinguishing your engineering team on motor yachts and superyachts. Crafted with precision, these epaulettes signify expertise, leadership, and authority within the engineering department, elevating your crew’s professional image. Designed for both style and practicality, they offer comfort and durability, essential for the demanding tasks of daily ","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/gold-first-engineer-epaulettes-553239.jpg?v=1732609776","Marina Yacht Wear","https://www.marinayachtwear.com/products/gold-first-engineer-epaulettes","true"
"tops","Gold Deckhand Epaulettes","Marina Yacht Wear","MYWGDE","20","EUR","0","","#ffffff","#0b1f3a","","Gold Deckhand Epaulettes – Professionalism for Yacht Crew Equip your deckhands with the Gold Deckhand Epaulettes , a symbol of competence, dedication, and excellence in yacht operations. Designed specifically for the demanding environment of motor yachts and superyachts, these epaulettes are the perfect way to distinguish your deckhands while adding a touch of sophistication and uniformity to your crew’s attire. Elegant and Functional Design Single Golden Stripe: The epaulettes feature a single ","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/gold-deckhand-epaulettes-590294.jpg?v=1732609776","Marina Yacht Wear","https://www.marinayachtwear.com/products/gold-deckhand-epaulettes","true"
"tops","Gold Chief Engineer Epaulettes","Marina Yacht Wear","MYWGCEE","20","EUR","0","","#ffffff","#0b1f3a","","Excellence in Engineering Leadership Elevate the uniform of your yacht’s chief engineer with our Gold Chief Engineer Epaulettes . Specifically designed for professionals who ensure the smooth operation of motor yachts and superyachts, these epaulettes signify technical expertise, leadership, and precision. Distinctive and Professional Design Featuring four golden stripes with a central circle emblem, these epaulettes highlight the essential role of the chief engineer aboard. The sophisticated de","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/gold-chief-engineer-epaulettes-388751.jpg?v=1732609777","Marina Yacht Wear","https://www.marinayachtwear.com/products/gold-chief-engineer-epaulettes","true"
"tops","Gold captain epaulettes","Marina Yacht Wear","MYWGCE","20","EUR","0","","#ffffff","#0b1f3a","","Gold Captain Epaulettes – Command with Elegance Set the standard for authority, professionalism, and elegance aboard your yacht with our Gold Captain Epaulettes . Exclusively designed for yacht captains, these epaulettes serve as a clear mark of leadership and expertise. Perfect for luxury motor yachts and superyachts, they add an essential touch of distinction to any high-ranking crew member’s uniform , making sure the captain stands out in both appearance and command. Sophisticated and Timeles","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/gold-captain-epaulettes-606577.jpg?v=1732609918","Marina Yacht Wear","https://www.marinayachtwear.com/products/gold-captain-epaulettes","true"
"outerwear","Men's Zip Fleeced Jacket RUSSELL","Russell","RU8700M_21904_21898","39","EUR","0","Black|Navy|Red|Grey","#ffffff","#0b1f3a","Made from 100% polyester with a robust weight of 320 g/m², this fleece offers superior softness, warmth, and durability suitable for maritime conditions","The Men's Zip Fleeced Jacket RUSSELL is an essential addition to any Yacht crew wardrobe Seamlessly blending comfort, durability, and nautical style. Perfect for life at sea or casual relaxation onshore, this jacket provides cozy warmth while remaining lightweight and breathable, making it ideal for the unique demands of mariners and their crew. Features: Maritime-Grade Material: Made from 100% polyester with a robust weight of 320 g/m², this fleece offers superior softness, warmth, and durabili","man","","","1","S–4XL","jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-zip-fleeced-jacket-russell-3319367.png?v=1754379488","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-zip-fleeced-jacket-russell","true"
"tops","Gold bosun epaulettes","Marina Yacht Wear","MYWGBE","20","EUR","0","","#ffffff","#0b1f3a","","Gold Bosun Epaulettes – Elevate Your Yacht Crew’s Professionalism and Authority Enhance your yacht crew uniforms with the Gold Bosun Epaulettes , a symbol of leadership and authority that adds a prestigious touch to your team’s attire. Crafted to meet the high standards of the yachting industry, these epaulettes ensure your crew always looks polished, professional, and ready for any maritime challenge. Clear Rank Identification with Bold Gold Stripes for Bosun Leadership Two Gold Stripes: The tw","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/gold-bosun-epaulettes-914140.jpg?v=1732609776","Marina Yacht Wear","https://www.marinayachtwear.com/products/gold-bosun-epaulettes","true"
"outerwear","Men's Hydraplus Jacket","Russell","RU510M_22290_22289","139","EUR","0","Black|Dark Grey|Navy|Red","#ffffff","#0b1f3a","lightweight 100% nylon Taslan with a PU coating and breathable mesh lining, ensuring both durability and comfort","Essential Weather Protection for Yacht Crews The Men’s Hydraplus Jacket is the perfect companion for yachting professionals and outdoor adventurers. Designed for life at sea, this lightweight jacket combines advanced waterproof technology with exceptional comfort and durability. Crafted to meet the demanding needs of yacht crews, this Jacket offers a professional look with practical features for all-weather protection. Men’s Hydraplus Jacket Key Features 1. Premium Material for Ultimate Weather ","man","","","1","XS–2XL","jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-hydraplus-jacket-714013.jpg?v=1732609837","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-hydraplus-jacket","true"
"engineering","Long sleeve Coveralls Result","Result","R510X_77667_77661","70","EUR","0","Black|Navy|Green","#ffffff","#0b1f3a","100% recycled polyester twill (270 g/m²) , this eco-friendly coverall is both windproof and breathable , offering reliable protection without sacrificing mobility","Durable Workwear for Yacht Crews The Long Sleeve Coveralls Result are designed to deliver comfort, durability, and practicality for professionals working in demanding environments such as yacht maintenance and marine service. Made from 100% recycled polyester twill (270 g/m²) , this eco-friendly coverall is both windproof and breathable , offering reliable protection without sacrificing mobility. Engineered for daily wear on board, it features a durable two-way YKK zipper with external storm fla","woman|man","","","1","S–3XL","overalls","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Yacht_Crew_Coveralls.png?v=1767631569","Marina Yacht Wear","https://www.marinayachtwear.com/products/long-sleeve-coveralls-dickies","true"
"tops","Men's puffer Vest","Result Core","R193M","49","EUR","0","Black|Navy|Blue|Grey","#ffffff","#0b1f3a","","Men's Puffer Vest – Premium Yacht Crew Uniform for Style and Comfort Elevate your yacht crew's comfort and appearance with our Men's Puffer Vest , expertly crafted to meet the unique demands of life at sea. Offering a perfect blend of style , functionality , and protection , this vest ensures that your crew stays comfortable and looks professional, no matter the weather conditions. Key Features Tailored for Yachting Professionals 1. Durable, Weather-Resistant Exterior Material : Constructed from","man","","","1","S–2XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-puffer-vest-3709147.png?v=1754379487","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-puffer-vest","true"
"tops","Men's lined windbreaker","B&C","CGJUI60_47912_47905","49","EUR","0","Dark Grey|Navy|Black|White|Red","#ffffff","#0b1f3a","100% polyester (210T taffeta) with an acrylic coating for superior windproof and water-repellent performance","The Perfect Outerwear for Yachting Crews Prepare your crew for the elements with the Men’s Lined Windbreaker , designed specifically for yachting professionals who demand both practicality and style. This windbreaker offers exceptional windproof and water-repellent properties, making it an essential addition to any yacht crew’s uniform. Men's lined windbreaker Key Features, Designed for Yachting Conditions 1. Durable Exterior and Warm Interior Material : Made from 100% polyester (210T taffeta) w","man","","","1","S–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-lined-windbreaker-421189.jpg?v=1732609832","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-lined-windbreaker","true"
"tops","Men's Supima® Cotton Cardigan","Kariban","PK902_76072_76065","45","EUR","0","Black|Navy|Grey","#ffffff","#0b1f3a","100% Supima® cotton , known for its exceptional softness , breathability , and strength , offering unmatched comfort for long hours on deck","The Ultimate Yacht Crew Uniform Upgrade Refine your yacht crew’s look with the Men's Supima® Cotton Cardigan by Kariban , an embodiment of sophistication, comfort, and durability. Designed with premium 100% Supima® cotton , this cardigan offers superior quality that ensures your crew looks polished and professional while navigating the high seas. Key Features Designed for Yacht Crews 1. Premium Supima® Cotton Material : Made from 100% Supima® cotton , known for its exceptional softness , breatha","man","","","1","S–4XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-supima-cardigan-786804.jpg?v=1732609823","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-supima®-cotton-cardigan","true"
"tops","Men's Zipped Cardigan","Kariban","K961_39650_39649","45","EUR","0","Black|Navy|Dark Grey|Light Grey","#ffffff","#0b1f3a","","Perfect for Yacht Crew Uniforms Enhance your yacht crew’s professional appearance with the Men’s Zipped Cardigan by Kariban , a premium combination of comfort, durability, and contemporary style. Designed with the needs of yacht professionals in mind, this cardigan is the ideal addition to any crew uniform, ensuring your team looks polished and stays comfortable on and off duty. Key Features Tailored for Yachting Professionals 1. Premium Fabric Blend Material : Crafted from a durable 50% cotton,","man","","","1","S–4XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-zipped-cardigan-575620.jpg?v=1733811982","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-zipped-cardigan","true"
"bottoms","Men's Suit Pant","Kariban","K730_55060_55050","95","EUR","0","Black|Navy","#ffffff","#0b1f3a","","Men’s Suit Pant by Kariban Premium – Perfect for Yacht Crew Uniforms Enhance your yacht crew’s professional appearance with the Men’s Suit Pant by Kariban Premium , meticulously designed to offer exceptional comfort, durability, and style. Tailored for the demands of yachting professionals, these suit pants are a sophisticated addition to your crew’s wardrobe, blending timeless elegance with practical features. Key Features Tailored for Yacht Crews 1. Premium Fabric Blend for Comfort and Durabil","man","","","1","38–56","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-suit-pant-kariban-premium-346858.jpg?v=1732609820","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-suit-pant-kariban-premium","true"
"tops","Men’s Evening Suit Blazer","Kariban","K6130_55001_54993","129","EUR","0","Black|Navy","#ffffff","#0b1f3a","100% polyester, it provides a smooth fit, enhancing overall comfort and style","Perfect for Yacht Crew Formal Attire Elevate your yacht crew’s evening uniform with the Men’s Evening Suit Blazer , a perfect blend of style, sophistication, and practicality. Designed for formal yacht events and special occasions. This blazer combines premium materials with a tailored fit to ensure a polished and professional appearance. Key Features Tailored for Yacht Crews 1. Premium Fabric Blend for Comfort and Durability Material : Crafted from a luxurious blend of 50% polyester, 23% viscos","man","","","1","48–66","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-evening-suit-blazer-221430.jpg?v=1732609828","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-evening-suit-blazer","true"
"shirts","Men’s Cotton Slim-Fit T-Shirt","Tee Jays","TJ8005","12","EUR","0","White|Navy|Black|Dark Grey","#ffffff","#0b1f3a","100% combed ringspun organic cotton, this t-shirt offers a luxuriously soft and breathable texture","Premium Comfort for Yacht Crews Elevate your crew’s wardrobe with the Men’s Organic Cotton Slim-Fit T-Shirt , designed to meet the demands of yachting professionals. This eco-friendly and stylish piece is crafted from 100% combed ringspun organic cotton, making it a top choice for comfort, durability, and sustainability. Ideal for yacht crews, this t-shirt offers a modern, tailored look that complements the luxurious lifestyle aboard a yacht. Key Features of the Men’s Cotton Slim-Fit T-Shirt 1. ","man","","","1","S–3XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-cotton-slim-fit-t-shirt-125345.jpg?v=1732609824","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-cotton-slim-fit-t-shirt","true"
"tops","Men's Organic Sweat","Tee Jays","TJ5150","35","EUR","0","Black|Dark Grey|Navy|Light Grey","#ffffff","#0b1f3a","a premium blend of 70% OCS Blended certified organic cotton and 30% polyester , is the ideal choice for yachting professionals who value eco-conscious materials and sleek Scandinavian design","Designed for Yacht Crews Elevate your yacht crew’s uniform collection with the Men's Organic Sweat by Tee Jays , expertly crafted for sustainability, comfort, and modern style. This sweatshirt, made from a premium blend of 70% OCS Blended certified organic cotton and 30% polyester , is the ideal choice for yachting professionals who value eco-conscious materials and sleek Scandinavian design. Men's organic Sweat Key Features 1. Sustainable and Durable Fabric Blend Eco-Friendly Composition : Cons","man","","","1","XS–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-organic-sweat-422810.jpg?v=1732609824","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-organic-sweat","true"
"tops","Men’s V-Neck Jumper","Russell","RU710M_6151_6145","55","EUR","0","Black|Navy|Dark Grey","#ffffff","#0b1f3a","","Perfect for Yacht Crew Uniforms Upgrade your yachting crew’s wardrobe with the Men’s V-Neck Jumper , a versatile and practical essential designed for life at sea. Crafted with a premium CottonBlend ™ fabric (50% cotton, 50% acrylic), this sweater combines style, durability, and comfort, making it ideal for yacht crew uniforms. Its lightweight design and easy-care features make it a practical choice for the demanding needs of yacht personnel. Key Features for Yacht Crew Apparel 1. High-Quality Co","man","","","1","S–2XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-v-neck-jumper-454442.jpg?v=1732609923","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-v-neck-jumper","true"
"tops","Men’s round neck sweater Merinos Tee Jays","Tee Jays","TJ6000","59","EUR","0","Black|Navy|Grey","#ffffff","#0b1f3a","a high-quality blend of 50% Merino Wool and 50% Acrylic , this sweater offers a soft, breathable feel and superior durability","The Ideal Choice for Yacht Crews Upgrade your yacht crew’s wardrobe with the Men’s Round Neck Sweater by Tee Jays , a perfect fusion of luxurious comfort, elegant design, and practical functionality. Specifically crafted for maritime professionals, this sweater enhances both on-duty performance and off-duty relaxation, embodying sophistication and resilience. Key Features 1. Premium Fabric Blend for Comfort and Durability Luxurious Composition : Made from a high-quality blend of 50% Merino Wool ","man","","","1","S–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-round-neck-sweater-tee-jays-700356.jpg?v=1732609923","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-round-neck-sweater-tee-jays","true"
"bottoms","Men’s Chino Pant Kariban","Toptex","K740_55089_55080","45","EUR","0","Beige|Blue|Light Grey|White|Navy|Black|Dark Grey","#ffffff","#0b1f3a","98% cotton and 2% elastane , these pants offer a breathable and flexible fit, perfect for long hours on deck or at port","A Timeless Essential for Yacht Professionals Elevate your yacht crew uniform with the Men’s Chino Pant by Kariban , expertly crafted to combine comfort, durability, and sophistication . Tailored for the discerning yacht professional, these chinos deliver style and functionality, making them an essential addition to any maritime wardrobe. Men’s Chino Pant Kariban Key Features Premium Fabric Blend : Made from 98% cotton and 2% elastane , these pants offer a breathable and flexible fit, perfect for","man","","","1","38–54","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-chino-pant-kariban-7390448.png?v=1771050374","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-chino-pant-kariban","true"
"bottoms","Men’s cargo pant KARIBAN","Kariban","KSP105_93434_93423","50","EUR","0","Dark Grey|Black|Navy|Beige","#ffffff","#0b1f3a","high-quality cotton to withstand the demands of maritime life while maintaining a clean, polished appearance","Men’s Cargo Pant KARIBAN – Professional Maritime Style & Functionality Upgrade your yacht crew’s uniform with the Men’s Cargo Pant KARIBAN , a premium blend of style, comfort, and practicality designed for maritime professionals. Crafted from 100% cotton , these pants are both durable and comfortable, perfect for long hours of active duty at sea. Key Features Secure Closure : Zipper and button closure for a secure and polished fit, suitable for all onboard tasks, from navigating to entertaining ","man","","","1","38–54","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-cargo-pant-kariban-916762.jpg?v=1732609832","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-cargo-pant-kariban","true"
"tops","Men's Multi-Pocket Bermuda Kariban","Kariban","K766_46589_46578","48","EUR","0","Navy|Dark Grey|Beige","#ffffff","#0b1f3a","","Men's Multi-Pocket Bermuda Kariban for Yacht Crew Introducing the Men's Multi-Pocket Bermuda Kariban , expertly designed to combine style, functionality, and durability for yacht professionals. Crafted from 100% cotton twill with a weight of 200 gsm , these shorts are built for comfort and longevity, ensuring your crew performs their best while maintaining a polished look. Key Features Soft and Characterful Fabric Enzyme-washed for a soft feel and unique texture, providing all-day comfort whethe","man","","","1","38–54","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/kariban-multi-pocket-bermuda-735074.jpg?v=1732609784","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-multi-pocket-bermuda-kariban","true"
"dresses","Men’s Long Sleeve Elegance Dress Shirt with Shoulder Tabs","Marina Yacht Wear","MYW-MLSEDS-WHITE-S","59","EUR","0","White|Black","#ffffff","#0b1f3a","65% recycled polyester and 35% organic cotton","Sustainable Yacht Crew Elegance Elevate your yacht crew’s attire with our Men’s Long Sleeve Elegance Dress Shirt with Shoulder Tabs , crafted for style, functionality, and sustainability. Designed with the needs of maritime professionals in mind, this shirt is the perfect blend of sophistication and eco-consciousness. Men’s Long Sleeve Elegance Dress Shirt with Shoulder Tabs Key Features: Modern Fit with Buttoned Epaulettes Straps Offers a polished, versatile look tailored for yacht professional","man","","","1","S–TBD","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-long-sleeve-elegance-dress-shirt-with-shoulder-tabs-3529678.jpg?v=1761760073","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-long-sleeve-elegance-dress-shirt-with-shoulder-tabs","true"
"dresses","Men’s Short Sleeve Dress shirt with tabs KARIBAN","Kariban","K503_76727_54877","35","EUR","0","Black|White|Blue","#ffffff","#0b1f3a","","Men’s Short Sleeve Dress Shirt with Tabs by KARIBAN Introducing the premium Men’s Short Sleeve Dress Shirt with Tabs by KARIBAN, expertly designed for maritime professionals. Crafted from 65% polyester and 35% cotton poplin, this shirt seamlessly blends comfort, durability, and nautical elegance, making it ideal for life at sea. Key Features: Easy Care Maintenance: The Easy Care treatment ensures hassle-free upkeep, allowing crew members to focus on their responsibilities without worrying about ","man","","","1","S–4XL","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-short-sleeve-dress-shirt-with-tabs-kariban-505975.jpg?v=1732609922","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-short-sleeve-dress-shirt-with-tabs-kariban","true"
"dresses","Men’s Long Sleeve Dress Shirt with tabs KARIBAN","Kariban","K505_54898_54891","39","EUR","0","White|Blue|Black","#ffffff","#0b1f3a","a high-quality blend of 65% polyester and 35% cotton poplin , this shirt ensures durability and comfort for life at sea","Men’s Long Sleeve Dress Shirt with Tabs by Kariban Elevate your yacht crew’s uniform with the Men’s Long Sleeve Dress Shirt with Tabs by Kariban , crafted for maritime professionals. Made from a high-quality blend of 65% polyester and 35% cotton poplin , this shirt ensures durability and comfort for life at sea. Key Features Easy Maintenance : Simplify your crew’s routine with this Easy Care-treated shirt. It’s designed for convenience, so your crew can focus on their responsibilities. Elegant D","man","","","1","S–4XL","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-long-sleeve-dress-shirt-kariban-with-tabs-984767.jpg?v=1732609822","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-long-sleeve-dress-shirt-kariban-with-tabs","true"
"shirts","Men's Long Sleeve Mandarin Collar Shirt","Kariban","K515_48626_46520","35","EUR","0","White|Black|Navy|Dark Grey|Light Grey","#ffffff","#0b1f3a","Made from a blend of 65% polyester and 35% cotton poplin , offering a lightweight and breathable feel for long hours at sea","Premium Men's Long Sleeve Mandarin Collar Shirt for Yacht Crew Uniforms Elevate your yacht crew's uniform with our Men's Long Sleeve Mandarin Collar Shirt , meticulously designed for maritime professionals. Combining style, comfort, and durability, this shirt ensures your crew performs at their best while exuding professionalism and sophistication. Key Features: High-Quality Fabric: Made from a blend of 65% polyester and 35% cotton poplin , offering a lightweight and breathable feel for long hou","man","","","1","S–4XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-long-sleeve-mandarin-collar-dress-shirt-4256981.png?v=1761736985","Marina Yacht Wear","https://www.marinayachtwear.com/products/long-sleeved-mandarin-collar-shirt","true"
"dresses","Men’s Long Sleeve Stretch Dress Shirt","Kariban","K545C_35938_53903","35","EUR","0","Black|Navy|White|Silver|Dark Grey|Beige","#ffffff","#0b1f3a","65% polyester / 35% cotton poplin Weight: 100–110 g/m² (light and breathable) Fit: Contemporary men’s cut with double back yoke Details: Stiffened collar, chest pocket, adjustable cuffs, tone-on-tone ","Elegance and Functionality for Yacht Crew Uniforms Complete your yacht crew wardrobe with the Men’s Long Sleeve Stretch Dress Shirt , designed to deliver both durability and elegance. Made from a 65% polyester / 35% cotton poplin blend , it ensures long-lasting performance, wrinkle resistance, and easy maintenance—perfect for the demands of maritime life, whether on duty or during guest-facing events. Designed for Comfort and Professionalism at Sea This lightweight shirt guarantees freedom of mo","man","","","1","XS–4XL","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/long-sleeve-stretch-dress-shirt-795088.jpg?v=1732609780","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-long-sleeve-stretch-dress-shirt","true"
"dresses","Breathable Men’s Short Sleeve Dress Shirt","HENBURY","HY595","32","EUR","0","Black|White","#ffffff","#0b1f3a","100% Pufy® polyester (115 g/m²), this shirt is tailored to meet the demands of maritime professionals while offering style and performance for long days at sea","Ideal for Yacht Crews Elevate your yacht crew's appearance and comfort with our Breathable Men’s Short Sleeve Dress Shirt , crafted to blend sophistication with functionality. Made from 100% Pufy® polyester (115 g/m²), this shirt is tailored to meet the demands of maritime professionals while offering style and performance for long days at sea. Key Features: Fast-Drying Performance: Engineered for life at sea, the fabric’s fast-drying properties keep crew members fresh and comfortable, ensuring ","man","","","1","S–4XL","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/breathable-mens-short-sleeve-dress-shirt-660920.jpg?v=1732609831","Marina Yacht Wear","https://www.marinayachtwear.com/products/breathable-mens-short-sleeve-dress-shirt","true"
"bottoms","Men's Short Sleeve Pique Polo Shirt TEE JAYS","Tee Jays","TJ1400N","32","EUR","0","White|Black|Dark Grey|Navy","#ffffff","#0b1f3a","Made from 215 gsm 100% combed ringspun cotton (pique) for a soft, breathable feel","Men's Short Sleeve Pique Polo Shirt TEE JAYS Elevate your yacht crew’s wardrobe with the Men's Short Sleeve Pique Polo Shirt TEE JAYS , a perfect blend of luxury, comfort, and durability. Designed with maritime professionals in mind, this polo ensures a polished and professional appearance for all crew members. Men's Short Sleeve Pique Polo Shirt K ey Features Premium Fabric: Made from 215 gsm 100% combed ringspun cotton (pique) for a soft, breathable feel. Pre-Shrunk Design: Maintains size and ","man","","","1","S–5XL","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-short-sleeve-pique-polo-shirt-tee-jays-278464.jpg?v=1732609831","Marina Yacht Wear","https://www.marinayachtwear.com/products/short-sleeve-pique-polo-shirt-tee-jays","true"
